,Month,Decade,Type,Country,Area,Location,Activity,Fatal,Time
3821,Dec-Feb,1960,Unprovoked,USA,Florida,"Riviera Beach, near Palm Beach Inlet, Palm Beach County",fishing,N,unknown
3822,Dec-Feb,1960,Unprovoked,USA,Florida,"Jupiter, Palm Beach County",fishing,N,12-17
3823,Dec-Feb,1960,Sea Disaster,USA,California,"8 miles off Newport Beach, Orange County",fishing,Y,18-22
3824,Dec-Feb,1960,Boat,FIJI,Viti Levu,Near Suva,fishing,N,unknown
3825,Dec-Feb,1960,Provoked,AUSTRALIA,Queensland,Nobbys Beach,low water,N,unknown
3826,Dec-Feb,1960,Unprovoked,MOZAMBIQUE,Gaza,Xai Xai,sports boat,N,unknown
3827,Dec-Feb,1960,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umhlali,sports table,N,unknown
3828,Dec-Feb,1960,Provoked,SOUTH AFRICA,Eastern Cape Province,East London,fishing,N,unknown
3829,Dec-Feb,1960,Provoked,NEW ZEALAND,"Off the Coromandel Peninsula, North Island",Alderman Islands,fishing,N,unknown
3830,Dec-Feb,1960,Boat,AUSTRALIA,New South Wales,Norah Head,fishing,N,12-17
3831,unknown,1960,Unprovoked,PAPUA NEW GUINEA,Madang,Matukar village ,unknown,Y,unknown
3832,Dec-Feb,1960,Unprovoked,PAPUA NEW GUINEA,Central Province,Fishermans Island near Port Moresby,unknown,N,unknown
3833,unknown,1960,Provoked,NEW ZEALAND,Southland,Long Beach,underwater,N,unknown
3834,Dec-Feb,1960,Unprovoked,AUSTRALIA,Queensland,Between Smiths Rock & Moreton Island,low water,N,12-17
3835,Dec-Feb,1960,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Winkelspruit,low water,Y,12-17
3837,Dec-Feb,1960,Unprovoked,AUSTRALIA,Queensland,Greenmount Beach,fishing,N,7-11
3838,Dec-Feb,1960,Boat,NEW ZEALAND,North Island,South of New Plymouth,fishing,UNKNOWN,unknown
3839,Dec-Feb,1960,Unprovoked,SOLOMON ISLANDS,Guadalcanal Province,"North Coast, Guadalcanal Island",low water,Y,12-17
3840,Dec-Feb,1960,Unprovoked,NEW ZEALAND,South Island,Oreti Beach,sports table,N,low afluency
3841,Dec-Feb,1960,Unprovoked,MOZAMBIQUE,Gaza,Praia Sepulveda,low water,UNKNOWN,12-17
3842,Sep-Nov,1960,Provoked,AUSTRALIA,New South Wales,Cronulla,unknown,N,unknown
3843,Sep-Nov,1960,Invalid,SOUTH AFRICA,KwaZulu-Natal,Margate,unknown,unknown,unknown
3844,Sep-Nov,1960,Provoked,NEW ZEALAND,South Island,"Pigeon Bay, Canterbury",low water,N,unknown
3845,Sep-Nov,1960,Unprovoked,NEW ZEALAND,North Island,"Slipper Island, Coromandel Peninsula",unknown,N,unknown
3846,Sep-Nov,1960,Unprovoked,USA,California,Farallon Islands,unknown,N,unknown
3847,Sep-Nov,1960,Provoked,AUSTRALIA,New South Wales,"Long Reef, North Manly",unknown,N,12-17
3848,Sep-Nov,1960,Unprovoked,AUSTRALIA,New South Wales,"Lennox Head, Ballina",low water,N,12-17
3849,Sep-Nov,1960,Boat,AUSTRALIA,South Australia,Marino,fishing,N,7-11
3850,Sep-Nov,1960,Unprovoked,PAPUA NEW GUINEA,"10ºS, 142ºE",Jukuataia Village,fell,N,low afluency
3851,Sep-Nov,1960,Unprovoked,NEW ZEALAND,South Island,"Fairdown Beach, 5 miles north of Westport",underwater,N,7-11
3852,Sep-Nov,1960,Boat,AUSTRALIA,South Australia,Ceduna,fishing,N,unknown
3853,Sep-Nov,1960,Invalid,AUSTRALIA,New South Wales,Lake Illawarra,unknown,unknown,unknown
3854,Jun-Aug,1960,Provoked,AUSTRALIA,Queensland,Dicky Beach,low water,N,7-11
3855,Jun-Aug,1960,Unprovoked,AUSTRALIA,New South Wales,Sydney,low water,N,7-11
3856,Jun-Aug,1960,Boat,SOUTH AFRICA,Western Cape Province,6 km off Groot Brak River,fishing,N,7-11
3857,Jun-Aug,1960,Provoked,AUSTRALIA,New South Wales,"Seaspray, near Sale",fishing,N,12-17
3858,Jun-Aug,1960,Unprovoked,MARSHALL ISLANDS,Kwajalein Atoll,Roi-namur Island,fishing,N,unknown
3859,Jun-Aug,1960,Unprovoked,SPAIN,Catalonia,Aigua Blava,fishing,N,12-17
3860,Jun-Aug,1960,Unprovoked,INDONESIA,East Flores,Waewerang,low water,Y,unknown
3861,Jun-Aug,1960,Unprovoked,AUSTRALIA,South Australia,Dangerous Reef,fishing,N,unknown
3862,Jun-Aug,1960,Unprovoked,AUSTRALIA,Queensland,"Lambert's Beach, Mackay",fishing,Y,12-17
3863,Jun-Aug,1960,Unprovoked,AUSTRALIA,Queensland,"Lamberts Beach, Mackay",fishing,N,unknown
3864,Jun-Aug,1960,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umhlanga Rocks,underwater,N,7-11
3865,Jun-Aug,1960,Provoked,AUSTRALIA,Western Australia,"North of main swimming area in Waterman's Bay Beach, Perth",low water,N,12-17
3866,Jun-Aug,1960,Boat,AUSTRALIA,South Australia,Cowell,fishing,N,unknown
3867,Jun-Aug,1960,Unprovoked,MOZAMBIQUE,Gaza,Praia Sepulveda,fishing,N,unknown
3868,Jun-Aug,1960,Unprovoked,AUSTRALIA,Queensland,Noosa Heads,fishing,Y,unknown
3869,Mar-May,1960,Unprovoked,AUSTRALIA,Torres Strait,"Horn Island, near Thursday Island",underwater,N,7-11
3870,Mar-May,1960,Invalid,MEXICO,Guerrrero,Northwest of Acapulco,unknown,unknown,unknown
3871,Mar-May,1960,Unprovoked,PHILIPPINES,Western Luzon Island,Manila Bay,low water,N,7-11
3872,Mar-May,1960,Invalid,USA,Florida,"Ocean Ridge, Boca Raton, Palm Beach County",fishing,unknown,unknown
3873,Mar-May,1960,Boat,VANUATU,Shefa Province, Lelepa Island,unknown,N,12-17
3874,Mar-May,1960,Unprovoked,USA,Florida,"Boca Raton, Palm Beach County",fishing,Y,12-17
3875,Mar-May,1960,Provoked,USA,Florida,"Florida Keys, Monroe County",low water,N,7-11
3876,Mar-May,1960,Unprovoked,CROATIA,Primorje-Gorski Kotar County ,"Opatija, northwestern coast of Rijeka Bay",underwater,Y,unknown
3877,Mar-May,1960,Provoked,TANZANIA,unknown,Near entrance to Dar-es-Salaam Harbour,fishing,N,unknown
3878,Mar-May,1960,Unprovoked,MID ATLANTIC OCEAN,165  miles from Bermuda,unknown,fishing,N,unknown
3879,Mar-May,1960,Unprovoked,PERSIAN GULF,25 km off the coast of Iran & 483km from mouth of Persian Gulf,Khark Island,fell,N,low afluency
3880,Mar-May,1960,Provoked,ITALY,Venice Province, Chioggia,low water,N,7-11
3881,Mar-May,1960,Invalid,AUSTRALIA,Western Australia,Broome,unknown,unknown,unknown
3882,Mar-May,1960,Unprovoked,USA,California,"Portuguese Beach at mouth of Salmon Creek, Sonoma County",fishing,N,unknown
3883,Mar-May,1960,Unprovoked,USA,South Carolina,"Pawleys Island, Georgetown County",fishing,N,unknown
3884,Mar-May,1960,Unprovoked,BERMUDA,unknown,6 miles from shore,fishing,N,unknown
3885,Mar-May,1960,Unprovoked,USA,Hawaii,"Pearl Harbor Channel, O'ahu",low water,N,12-17
3886,Mar-May,1960,Provoked,PAPUA NEW GUINEA,Sandaun Province,Vanimo  on Musu side of Wutong anchorage,fishing,N,unknown
3887,Mar-May,1960,Provoked,USA,New York,Whitewood Point on Lloyd Neck in Oyster Bay,fishing,N,12-17
3888,Mar-May,1970,Unprovoked,TURKEY,Anatolia,"?nciralti Beach, ?zmir ",underwater,N,12-17
3889,Mar-May,1960,Provoked,AUSTRALIA,Queensland,Cape Moreton,fishing,N,unknown
3890,Mar-May,1960,Unprovoked,ITALY,Adriatic Sea,Riccione,low water,N,7-11
3891,Dec-Feb,1960,Provoked,PANAMA,unknown,"Jarque, just south of Pi?as Bay",unknown,Y,unknown
3892,Dec-Feb,1960,Unprovoked,USA,Florida,"500 yards from Fowey Rock Light, 9 miles east of Key Biscayne, Miami",low water,Y,18-22
3893,Dec-Feb,1960,Unprovoked,USA,Florida,"Jensen Beach, Martin County",unknown,N,unknown
3894,Dec-Feb,1960,Boat,USA,Florida,"Ponte Vedra Beach, St. Johns County",fishing,N,12-17
3895,Dec-Feb,1960,Unprovoked,NEW BRITAIN,East New Britain Province,Rabaul,low water,N,12-17
3896,Dec-Feb,1960,Provoked,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province","Rossun, Manus",unknown,N,unknown
3897,Dec-Feb,1960,Unprovoked,USA,California,"Tomales Point, Marin County",unknown,N,unknown
3898,Dec-Feb,1960,Unprovoked,NEW BRITAIN,East New Britain Province,Kokopo,fishing,N,unknown
3899,Dec-Feb,1960,Unprovoked,USA,Florida,"Laguna Beach, Bay County",low water,N,12-17
3900,Dec-Feb,1960,Provoked,AUSTRALIA,Western Australia,"Quinns Rocks, south of Yanchep",unknown,N,7-11
3901,Dec-Feb,1960,Invalid,USA,Florida,Palm Beach County,low water,unknown,18-22
3902,Dec-Feb,1960,Provoked,AUSTRALIA,New South Wales,"Trial Bay, north of Kempsey",unknown,N,unknown
3903,Dec-Feb,1960,Unprovoked,MOZAMBIQUE,Gaza,"Sepulveda Beach, Xai Xai",fishing,N,unknown
3904,Dec-Feb,1960,Provoked,SOUTH AFRICA,Eastern Cape Province,Port Elizabeth Oceanarium,low water,N,12-17
3905,Dec-Feb,1960,Unprovoked,USA,Florida,"Fowey Rock Light, Miami",low water,N,12-17
3906,Dec-Feb,1960,Provoked,AUSTRALIA,New South Wales,Otford,unknown,N,unknown
3907,Dec-Feb,1960,Unprovoked,AUSTRALIA,New South Wales,10 miles off Nambucca Heads  onboard trawler,unknown,N,unknown
3908,unknown,1960,Unprovoked,MOZAMBIQUE,Gaza,Xai Xai,fishing,Y,unknown
3909,Dec-Feb,1960,Sea Disaster,PERSIAN GULF,United Arab Emirates,Dubai,low water,Y,unknown
3910,unknown,1960,Unprovoked,AUSTRALIA,Victoria,Flinders Island,fishing,N,unknown
3911,unknown,1960,Provoked,AUSTRALIA,Western Australia,Rottnest Island,underwater,N,unknown
3912,unknown,1960,Unprovoked,AUSTRALIA,South Australia,Glenelg Breakwater,unknown,N,unknown
3913,Dec-Feb,1960,Unprovoked,AUSTRALIA,Victoria,Lady Beach at Warrnambool,fishing,N,unknown
3914,Dec-Feb,1960,Provoked,AUSTRALIA,Western Australia,Shark Bay,unknown,N,unknown
3915,Dec-Feb,1960,Unprovoked,AUSTRALIA,South Australia,Aldinga Beach,low water,N,12-17
3916,Dec-Feb,1960,Unprovoked,NORTH PACIFIC OCEAN,Wake Island (EnenKio),"Leeward side of island, directly in back of Mid-Pac barrel storage area",fishing,N,7-11
3917,Dec-Feb,1960,Provoked,SOUTH AFRICA,KwaZulu-Natal,St. Lucia,fishing,N,unknown
3918,Sep-Nov,1960,Unprovoked,FIJI,"19S, 178?E","Wotua Beach, 70 miles from Suva",low water,N,12-17
3919,Sep-Nov,1960,Provoked,USA,Pennsylvania,"Fairmount Park Aquarium, Philadelphia",fell,N,unknown
3920,Sep-Nov,1960,Unprovoked,AUSTRALIA,Victoria,Mount Martha Beach,low water,N,12-17
3921,Sep-Nov,1960,Unprovoked,JAMAICA,unknown,unknown,fishing,Y,unknown
3922,Sep-Nov,1960,Unprovoked,SOUTH AFRICA,Western Cape Province,Sea Point,unknown,N,unknown
3923,Sep-Nov,1960,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Nahoon,unknown,Y,unknown
3924,Sep-Nov,1960,Unprovoked,AUSTRALIA,Western Australia,Carnac Island,fishing,N,unknown
3925,Sep-Nov,1960,Invalid,USA,California,"Topanga Canyon Beach, Santa Monica Bay",unknown,unknown,12-17
3926,Sep-Nov,1960,Boat,SOUTH AFRICA,Western Cape Province,Frikkies Bay,fishing,N,unknown
3927,Sep-Nov,1960,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,fishing,N,unknown
3928,Sep-Nov,1960,Provoked,AUSTRALIA,New South Wales,Cook Island,unknown,N,unknown
3929,Sep-Nov,1960,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Winkelspruit,unknown,N,unknown
3930,Sep-Nov,1960,Sea Disaster,ATLANTIC OCEAN,9.35N 79.35W,"East of La Grande Island, North of Panama Canal",underwater,Y,unknown
3931,Sep-Nov,1960,Provoked,AUSTRALIA,Northern Territory,"Stokes Hill Wharf, Darwin",fishing,N,unknown
3932,Sep-Nov,1960,Unprovoked,MOZAMBIQUE,Limpopo River,190 km to 240 km from the sea,underwater,N,12-17
3933,Sep-Nov,1960,Unprovoked,SOUTH AFRICA,Western Cape Province,Strandfontein,fishing,N,unknown
3934,Sep-Nov,1960,Invalid,SOUTH AFRICA,KwaZulu-Natal,Palm Beach,unknown,unknown,unknown
3935,Sep-Nov,1960,Boat,AUSTRALIA,Tasmania,Off Tasman Island,unknown,N,unknown
3936,Sep-Nov,1960,Boat,AUSTRALIA,New South Wales,South coast,underwater,N,12-17
3937,Sep-Nov,1960,Unprovoked,COLUMBIA,Roncador Bank,"Roncador Bank, 135 nm north of San Andres ",underwater,N,12-17
3938,Jun-Aug,1960,Unprovoked,NEW CALEDONIA,unknown,unknown,low water,N,12-17
3939,Jun-Aug,1960,Unprovoked,SENEGAL,Cap Vert Peninsula,Thiaroye Guedi,unknown,Y,unknown
3940,Jun-Aug,1960,Sea Disaster,USA,Hawaii,Maui,unknown,Y,unknown
3941,Jun-Aug,1960,Unprovoked,USA,Hawaii,"Maile Point, O'ahu",underwater,Y,12-17
3942,Jun-Aug,1960,Unprovoked,AUSTRALIA,New South Wales,"Bondi Beach, Sydney",underwater, N,unknown
3943,Jun-Aug,1960,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Margate,unknown,Y,unknown
3944,Jun-Aug,1960,Unprovoked,AUSTRALIA,Queensland,"Colleges Crossing, 54 miles above mouth of the Brisbane River",low water, N,12-17
3945,Jun-Aug,1960,Unprovoked,AUSTRALIA,Queensland,"Colledge's Crossing, Brisbane River",unknown,N,unknown
3946,Jun-Aug,1960,Unprovoked,AUSTRALIA,Queensland,"Blacks Beach, 9 miles north of Mackay",unknown, N,18-22
3947,Jun-Aug,1960,Invalid,USA,Florida,"Hutchinson Island Beach, Martin County",unknown,unknown,unknown
3948,Jun-Aug,1960,Provoked,AUSTRALIA,Queensland,"Scotts Point, Redcliffe Peninsula",fishing, N,unknown
3949,Jun-Aug,1960,Unprovoked,AUSTRALIA,Western Australia,Hamelin Bay,low water, N,unknown
3950,Jun-Aug,1960,Boat,SOUTH AFRICA,Western Cape Province,"5 km from Gordons Bay, False Bay",fishing,N,12-17
3951,Jun-Aug,1960,Provoked,NEW GUINEA,Western District,Toro Passage,unknown, N,unknown
3952,Jun-Aug,1960,Unprovoked,PAPUA NEW GUINEA,Central Province,Abau Subdistrict,fishing,Y,12-17
3953,Jun-Aug,1960,Sea Disaster,USA,California,"Off Point Mugu, Ventura County",fishing,N,unknown
3954,Jun-Aug,1960,Boat,SOUTH AFRICA,Western Cape Province,"Jacobs Bay Reef, Saldanha Bay",fishing,N,12-17
3955,Jun-Aug,1960,Invalid,AUSTRALIA,New South Wales,North Head,fishing,unknown,unknown
3956,Jun-Aug,1960,Unprovoked,PAPUA NEW GUINEA,New Britain,"East Nakanai, Talasea",fishing, N,unknown
3957,Jun-Aug,1960,Sea Disaster,RED SEA / INDIAN OCEAN,Enroute from Suez to Aden (Yemen),unknown,underwater,Y,7-11
3958,Jun-Aug,1960,Invalid,USA,Florida,Haulover Inlet,unknown,unknown,unknown
3959,Jun-Aug,1960,Boat,SOUTH AFRICA,Western Cape Province,False Bay,underwater,N,7-11
3960,Jun-Aug,1960,Invalid,JOHNSTON ISLAND,unknown,unknown,low water,unknown,12-17
3961,Mar-May,1960,Provoked,USA,South Carolina,"Atlantic Beach, Horry County",fishing,N,7-11
3962,Mar-May,1960,Sea Disaster,PACIFIC OCEAN,180 miles southeast of Okinawa,unknown,underwater,N,12-17
3963,Mar-May,1960,Boat,AUSTRALIA,Western Australia,Frenchman Bay,low water,N,12-17
3964,Mar-May,1960,Invalid,MARSHALL ISLANDS,Eniwetok Atoll,Lagoon along Sand Island,unknown,unknown,unknown
3965,Mar-May,1960,Invalid,MARSHALL ISLANDS,Eniwetok Atoll,Parry Island,unknown,unknown,unknown
3966,Mar-May,1960,Unprovoked,USA,New Jersey,"Ocean City, Cape May County",low water,N,12-17
3967,Mar-May,1960,Sea Disaster,SENEGAL,Cap-Vert Peninsula,off Dakar,underwater,Y,12-17
3968,Mar-May,1960,Invalid,USA,Texas,30 miles east of Corpus Christi,fishing,unknown,unknown
3969,Mar-May,1960,Unprovoked,USA,Connecticut,"Off Eames Monument, Bridgeport, Fairfield County",fishing,N,unknown
3970,Mar-May,1960,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,unknown,low water,N,7-11
3971,Mar-May,1960,Unprovoked,USA,New Jersey,"Seaside Park, Ocean County",sports table,N,12-17
3972,Mar-May,1960,Unprovoked,USA,New Jersey,"Sea Girt, Monmouth County",fishing,N,unknown
3973,Mar-May,1960,Invalid,MOZAMBIQUE,Delagoa Bay,Bella Vista,fishing,unknown,unknown
3974,Mar-May,1960,Provoked,USA,Florida,Key Largo Sound,unknown,N,12-17
3975,Mar-May,1960,Provoked,ENGLAND,In the English Channel ,Off the south Devon coast,fishing,N,unknown
3976,Mar-May,1960,Unprovoked,USA,Delaware,"Mispillion Light, Delaware Bay",fishing,N,unknown
3977,Mar-May,1960,Unprovoked,USA,South Carolina,Parris Island,fishing,Y,unknown
3978,Mar-May,1960,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,"Taupota, Samarai ",fishing,N,unknown
3979,Mar-May,1960,Unprovoked,USA,Mississippi,Mississippi City,low water,N,12-17
3980,Mar-May,1960,Provoked,USA,Virginia,Hog Island,fishing,N,12-17
3981,Dec-Feb,1960,Unprovoked,PAPUA NEW GUINEA,Madang,"Bimat, Bogia",low water,N,low afluency
3982,Dec-Feb,1960,Provoked,USA,South Carolina,"Little River Beach, Horry County",fishing,N,unknown
3983,Dec-Feb,1960,Provoked,NEW ZEALAND,Cook Strait,Tory Channel,fishing,N,7-11
3984,Dec-Feb,1960,Provoked,NORTH SEA,"Unknown, treated at Wick, SCOTLAND","On board  East German fishing trawler, I Mai",fishing,N,unknown
3985,Dec-Feb,1960,Unprovoked,USA,Florida,"2 miles east of Dania Beach, Broward County",fishing,N,unknown
3986,Dec-Feb,1960,Invalid,USA,California,"10 miles off Santa Barbara, Santa Barbara County",fishing,unknown,unknown
3987,Dec-Feb,1960,Unprovoked,PHILIPPINES,Corregidor Island,unknown,fishing,Y,unknown
3988,Dec-Feb,1960,Unprovoked,USA,Georgia,"North picnic area, Jekyll Island, Glynn County",unknown,N,low afluency
3989,Dec-Feb,1960,Unprovoked,PANAMA,San Blas Islands,Off Diable Island,unknown,N,unknown
3990,Dec-Feb,1960,Unprovoked,BERMUDA,Paget,Elbow Beach /  Coral Beach,unknown,N,unknown
3991,Dec-Feb,1960,Unprovoked,USA,California,"Aptos, Santa Cruz County",unknown,N,unknown
3992,Dec-Feb,1960,Provoked,USA,Florida,"Lignum Vitae Channel, Florida Keys, Monroe County",underwater,N,12-17
3993,Dec-Feb,1960,Unprovoked,PAPUA NEW GUINEA,Madang,Taludig,fishing,Y,12-17
3994,Dec-Feb,1960,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,unknown,N,7-11
3995,Dec-Feb,1960,Unprovoked,USA,California,"Tomales Point, Marin County",low water,N,unknown
3996,unknown,1960,Provoked,AUSTRALIA,Western Australia,Rottnest Island,low water,N,7-11
3997,unknown,1960,Provoked,SOUTH AFRICA,Eastern Cape Province,Port Alfred,fishing,N,unknown
3998,unknown,1960,Invalid,BERMUDA,"33N, 68W",Royal Canadian Navy CS2F-1 aircraft ditched in the sea 180 nautical miles WNW of Bermuda at 01h30,unknown,unknown,unknown
3999,unknown,1960,Unprovoked,AUSTRALIA,New South Wales,"Horseshoe Bay, near Kempsey",fishing,N,unknown
4000,unknown,1960,Provoked,AUSTRALIA,Western Australia,Off Rottnest Island,unknown,N,unknown
4001,unknown,1960,Unprovoked,AUSTRALIA,Victoria,"Canadian Bay near Mount Eliza, 30 miles from Melbourne",fishing,N,unknown
4002,unknown,1960,Unprovoked,AUSTRALIA,New South Wales,Off Broughton Island near Port Stephens,fishing,N,unknown
4003,unknown,1960,Provoked,AUSTRALIA,South Australia,Hog Bay,fishing,N,unknown
4004,unknown,1960,Unprovoked,FIJI,Vanua Levu,Off the Bua coast,low water,Y,unknown
4005,unknown,1960,Provoked,PHILIPPINES,Luzon Island,Bataan,low water,Y,7-11
4006,Dec-Feb,1960,Boat,SOUTH AFRICA,Western Cape Province,Saldanha Bay,unknown,N,12-17
4007,Dec-Feb,1960,Unprovoked,USA,Florida,"Off Boca Raton Hotel & Club, Boca Raton, Palm Beach County",fishing,N,low afluency
4008,Dec-Feb,1960,Unprovoked,GUAM,unknown,unknown,low water,N,unknown
4009,Dec-Feb,1960,Unprovoked,AUSTRALIA,Tasmania,Ralph Bay,unknown,N,low afluency
4010,Dec-Feb,1960,Unprovoked,NEW ZEALAND,North Island,"Mangawhai, near Wellsford",unknown,N,12-17
4011,Dec-Feb,1960,Invalid,USA,Hawaii,"Between Keawakapu & Makena, Maui",fishing,unknown,unknown
4012,Dec-Feb,1960,Provoked,SENEGAL,Casamance,Ziguinchor,fishing,N,unknown
4013,Dec-Feb,1960,Unprovoked,PAPUA NEW GUINEA,Central Province,"Tupuselei Village, about 40 miles east of Port Moresby",fishing,Y,12-17
4014,Dec-Feb,1960,Provoked,AUSTRALIA,New South Wales,Near Bondi Beach,unknown,N,unknown
4015,Sep-Nov,1960,Provoked,AUSTRALIA,New South Wales,Wattamolla National Park,low water,N,12-17
4016,Sep-Nov,1960,Invalid,USA,Hawaii,Maui,low water,unknown,7-11
4017,Sep-Nov,1960,Unprovoked,PAPUA NEW GUINEA,Madang (WO),"Off Taludig Village, at mouth of the Murnass River",unknown,N,7-11
4018,Sep-Nov,1960,Sea Disaster,unknown,"Between Timor & Darwin, Australia",unknown,unknown,N,low afluency
4019,Sep-Nov,1960,Boat,AUSTRALIA,South Australia,Millicent,fishing,N,unknown
4020,Sep-Nov,1960,Unprovoked,AUSTRALIA,New South Wales,"Just below Roseville Bridge, opposite Killarney picnic reserve, Middle Harbor, Sydney",fishing,Y,unknown
4021,Sep-Nov,1960,Provoked,AUSTRALIA,Western Australia,Geraldton,low water,N,7-11
4022,Sep-Nov,1960,Boat,AUSTRALIA,Tasmania,Eaglehawk Neck,fishing,N,unknown
4023,Sep-Nov,1960,Provoked,SOUTH AFRICA,Western Cape Province,Muizenberg,fishing,N,unknown
4024,Sep-Nov,1960,Unprovoked,NICARAGUA ,Pacific coast,San Jan del Sur,low water,N,unknown
4025,Sep-Nov,1960,Unprovoked,GRENADA,St. Georges ,Black Point Bay,unknown,N,unknown
4026,Sep-Nov,1960,Invalid,CARIBBEAN SEA,unknown,"Between Key West, Florida & Guantanamo Bay, Cuba",underwater,unknown,12-17
4027,Sep-Nov,1960,Unprovoked,SRI LANKA,Eastern  Province,Pigeon Island,unknown,N,unknown
4028,Sep-Nov,1960,Unprovoked,SRI LANKA,Eastern  Province,"Manayaweli Cove, Trincomalee",fishing,N,12-17
4029,Sep-Nov,1960,Unprovoked,FIJI,Northwest of Viti Levu,"Covull Reef, near Lautoka",low water,N,unknown
4030,Sep-Nov,1960,Unprovoked,PAPUA NEW GUINEA,Madang,unknown,unknown,Y,unknown
4031,Sep-Nov,1960,Unprovoked,PAPUA NEW GUINEA,West New Britain Province,"West Nakanai,  Talasea",unknown,N,12-17
4032,Sep-Nov,1960,Unprovoked,MOZAMBIQUE,Gaza,Xai Xai,unknown,Y,low afluency
4033,Sep-Nov,1960,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kei River Mouth,unknown,N,12-17
4034,Sep-Nov,1950,Boat,AUSTRALIA,Queensland,Scotts Point Beach ,unknown,N,unknown
4035,Sep-Nov,1950,Boat,AUSTRALIA,New South Wales,"Leichardt, Sydney",unknown,N,unknown
4036,Sep-Nov,1950,Unprovoked,PAPUA NEW GUINEA,Rigo subdistrict,Kaparoka,unknown,Y,unknown
4037,Jun-Aug,1950,Unprovoked,AUSTRALIA,Queensland,"Off Wynnum in Moreton Bay, near Brisbane",fishing,Y,unknown
4038,Jun-Aug,1950,Sea Disaster,PHILIPPINES,Masbate,Balud,low water,Y,unknown
4039,Jun-Aug,1950,Provoked,AUSTRALIA,Victoria,"Altona, Melbourne",unknown,N,unknown
4040,Jun-Aug,1950,Invalid,AUSTRALIA,South Australia,Laura Bay,unknown,unknown,low afluency
4041,Jun-Aug,1950,Boat,NEW ZEALAND,North Island,Moko Hinau ,underwater,N,unknown
4042,Jun-Aug,1950,Sea Disaster,MALDIVE ISLANDS,400 miles southeast of Sri Lanka,unknown,fishing,Y,unknown
4043,Jun-Aug,1950,Unprovoked,AUSTRALIA,Victoria,"Fairhaven Beach, Lorne",fishing,N,unknown
4044,Jun-Aug,1950,Unprovoked,AUSTRALIA,Queensland,"North Burleigh, near Brisbane",fishing,N,12-17
4045,Jun-Aug,1950,Unprovoked,AUSTRALIA,Queensland,"Surfer's Paradise, Northcliffe",fishing,N,unknown
4046,Jun-Aug,1950,Invalid,USA,Louisiana,120 miles southeast of New Orleans,fishing,unknown,unknown
4047,Jun-Aug,1950,Boat,SOUTH AFRICA,Western Cape Province,"Swartklip, False Bay",low water,N,12-17
4048,Jun-Aug,1950,Provoked,AUSTRALIA,South Australia,Near Port Vincent,low water,N,18-22
4049,Jun-Aug,1950,Unprovoked,USA,California,"Near Paradise Cove, Malibu, Los Angeles County",low water,N,unknown
4050,unknown,1950,Provoked,AUSTRALIA,Western Australia, Perth,underwater,N,unknown
4051,Jun-Aug,1950,Provoked,PAPUA NEW GUINEA,New Britain,"Rapindik Beach, Rabaul",unknown,N,12-17
4052,Jun-Aug,1950,Unprovoked,MOZAMBIQUE,Maputo Province,"Xefina Island, Bay of Maputo",fishing,Y,18-22
4053,Jun-Aug,1950,Unprovoked,PAPUA NEW GUINEA,Madang,Taludig,unknown,N,12-17
4054,Jun-Aug,1950,Unprovoked,USA,California,"Bodega Rock, Sonoma County",unknown,N,unknown
